LOCATION,Year,Education Value,GDP Value,LifeExp Value,Population Value,PopulationDensityAsOf1July(PersonsPerSquareKm),TotalFertilityRate(LiveBirthsPerWoman),InfantMortalityRate(InfantDeathsPer1000LiveBirths)
Sweden,2015,,51545.4836,82.18,9799183,24.2,1.85,2.4
Sweden,2016,,51965.1572,82.31,9923086,24.4,1.85,2.5
Sweden,2017,,53791.5087,82.44,10057695,24.7,1.79,2.4
Sweden,2018,,54589.0604,82.57,10175215,24.9,1.76,2
Sweden,2019,,51939.4297,82.722,10278888,25.2,1.72,2
Sweden,2020,,52837.904,82.874,10353444,25.5,1.67,2.3
Sweden,2021,,61143.2212,83.026,10415812,25.7,1.67,1.9
Sweden,2022,,55873.2208,83.178,10486941,25.7,1.67,1.9
Switzerland,1950,,,68.518,4692704,117.3,2.4,31
Switzerland,1951,,,68.792,4748057,118.7,2.3,29.3
Switzerland,1952,,,69.066,4811514,120.3,2.31,29.1
Switzerland,1953,,,69.34,4875565,121.9,2.29,29
Switzerland,1954,,,69.614,4938609,123.5,2.28,26.8
Switzerland,1955,,,69.888,5001962,125.1,2.3,26
Switzerland,1956,,,70.162,5065497,126.7,2.35,25.4
Switzerland,1957,,,70.436,5130046,128.3,2.41,22.7
Switzerland,1958,,,70.71,5196395,129.9,2.4,21.8
Switzerland,1959,,,70.886,5262793,131.6,2.42,21.9
Switzerland,1960,,1787.3604,71.062,5327872,133.2,2.44,21.2
Switzerland,1961,,1971.3164,71.238,5434294,135.9,2.52,21.5
Switzerland,1962,,2131.3917,71.414,5573815,139.4,2.58,21.7
Switzerland,1963,,2294.1829,71.59,5694247,142.4,2.65,20.9
Switzerland,1964,,2501.2932,71.788,5789228,144.8,2.65,19.4
Switzerland,1965,,2620.4756,71.986,5856472,146.5,2.58,17.7
Switzerland,1966,,2784.7336,72.184,5918002,148,2.5,17
Switzerland,1967,,2960.7226,72.382,5991785,149.8,2.4,17.5
Switzerland,1968,,3121.8891,72.58,6067714,151.7,2.29,16.1
Switzerland,1969,,3344.7837,72.806,6136387,153.5,2.19,15.6
Switzerland,1970,,19393.7841,73.032,6180882,154.6,2.1,15.3
Switzerland,1971,,17664.6392,73.258,6213405,155.4,2.04,14.2
Switzerland,1972,,18000.1909,73.484,6260956,156.6,1.92,13
Switzerland,1973,,17858.8779,73.71,6307348,157.7,1.81,13.1
Switzerland,1974,,16991.3664,74.006,6341406,158.6,1.73,12.5
Switzerland,1975,,17151.9203,74.302,6338632,158.5,1.62,10.6
Switzerland,1976,,24459.627,74.598,6302505,157.6,1.55,10.8
Switzerland,1977,,30440.6809,74.894,6281175,157.1,1.53,9.8
Switzerland,1978,,32690.4303,75.19,6281737,157.1,1.51,8.6
Switzerland,1979,,31308.1724,75.37,6294364,157.4,1.52,8.6
Switzerland,1980,,39575.7268,75.55,6319409,158,1.55,9.2
Switzerland,1981,,39544.7245,75.73,6354073,158.9,1.54,7.5
Switzerland,1982,,40713.1574,75.91,6391309,159.8,1.55,7.7
Switzerland,1983,,39236.6761,76.09,6418774,160.5,1.52,7.5
Switzerland,1984,,43092.0134,76.318,6441865,161.1,1.53,7.2
Switzerland,1985,,50115.1389,76.546,6470366,161.8,1.52,6.9
Switzerland,1986,,48092.2542,76.774,6504125,162.6,1.53,6.9
Switzerland,1987,,41584.0836,77.002,6545107,163.6,1.52,6.9
Switzerland,1988,,42680.195,77.23,6593387,164.9,1.57,7
Switzerland,1989,,41696.9404,77.37,6646912,166.2,1.57,7.4
Switzerland,1990,,38864.0439,77.51,6712273,167.8,1.58,6.9
Switzerland,1991,,39638.4388,77.65,6799979,169.9,1.58,6.3
Switzerland,1992,,42458.5342,77.79,6875364,171.9,1.57,6.4
Switzerland,1993,,49337.5469,77.93,6938265,173.4,1.51,5.5
Switzerland,1994,,54659.6403,78.19,6993795,174.8,1.49,5.2
Switzerland,1995,,56243.9473,78.45,7040687,176,1.48,5.1
Switzerland,1996,,59008.993,78.71,7071851,176.8,1.5,4.7
Switzerland,1997,,64991.0051,78.97,7088906,177.2,1.48,4.7
Switzerland,1998,,74175.8776,79.23,7110002,177.7,1.48,4.8
Switzerland,1999,,71565.57,79.482,7143991,178.6,1.48,4.6
Switzerland,2000,,76531.3729,79.734,7184250,179.6,1.49,4.9
Switzerland,2001,,90476.759,79.986,7226647,180.6,1.39,4.9
Switzerland,2002,,85836.2077,80.238,7284754,181.9,1.39,4.5
Switzerland,2003,,87304.3306,80.49,7339002,183.3,1.39,4.3
Switzerland,2004,,88724.9909,80.748,7389626,184.6,1.41,4.3
Switzerland,2005,,83806.4476,81.006,7437116,185.7,1.42,4.2
Switzerland,2006,,82153.0745,81.264,7483935,186.9,1.44,4.4
Switzerland,2007,,82254.3769,81.522,7551117,188.6,1.46,4
Switzerland,2008,,85216.643,81.78,7647676,191,1.48,4.1
Switzerland,2009,,84121.931,81.962,7743832,193.4,1.5,4.4
Switzerland,2010,,85656.3227,82.144,7824910,195.6,1.52,3.9
Switzerland,2011,,91991.6005,82.326,7912396,197.8,1.52,3.9
Switzerland,2012,,92101.4697,82.508,7996861,199.9,1.52,3.8
Switzerland,2013,,92101.4697,82.69,8089346,202.3,1.52,4
Switzerland,2014,,92101.4697,82.864,8188646,204.7,1.54,4.1
Switzerland,2015,,92101.4697,83.038,8282398,207.1,1.54,4
Switzerland,2016,,92101.4697,83.212,8373334,209.4,1.54,3.6
Switzerland,2017,,92101.4697,83.386,8451834,211.3,1.52,3.6
Switzerland,2018,,92101.4697,83.56,8514327,212.9,1.52,3.3
Switzerland,2019,,92101.4697,83.698,8575280,214.4,1.49,3.3
Switzerland,2020,,92101.4697,83.836,8638169,216,1.49,3.7
Switzerland,2021,,92101.4697,83.974,8704542,217.3,1.5,3.2
Switzerland,2022,,92101.4697,84.112,8775757,217.3,1.5,3.2
Türkiye,1950,,,39.414,20807000,27.3,6.47,196.1
Türkiye,1951,,,39.946,21351000,28,6.47,195.7
Türkiye,1952,,,40.478,21952000,28.7,6.47,194.7
Türkiye,1953,,,41.01,22569000,29.5,6.48,193.4
Türkiye,1954,,,41.542,23204000,30.2,6.47,190.1
Türkiye,1955,,,42.074,23857000,31,6.46,186.9
Türkiye,1956,,,42.606,24540000,31.8,6.46,183.6
Türkiye,1957,,,43.138,25250000,32.8,6.45,180.3
Türkiye,1958,,,43.67,25981000,33.8,6.43,176.6
Türkiye,1959,,,44.378,26733000,34.8,6.42,172.7
Türkiye,1960,,,45.086,27506000,35.7,6.38,168.5
Türkiye,1961,,,45.794,28227000,36.7,6.35,164.1
Türkiye,1962,,,46.502,28931000,37.7,6.29,159.6
Türkiye,1963,,,47.21,29652000,38.8,6.22,155
Türkiye,1964,,,47.924,30391000,39.8,6.13,150.6
Türkiye,1965,,,48.638,31149000,40.8,6.03,146.3
Türkiye,1966,,,49.352,31936000,41.8,5.93,142.4
Türkiye,1967,,,50.066,32750000,42.9,5.8,138.5
Türkiye,1968,,,50.78,33586000,44,5.75,134.9
Türkiye,1969,,,51.374,34443000,45.1,5.69,131.4
Türkiye,1970,,1773.56559,51.968,35321000,46.2,5.63,128
Türkiye,1971,,1928.383005,52.562,36215000,47.2,5.55,124.6
Türkiye,1972,,2106.080029,53.156,37133000,48.3,5.46,121.2
Türkiye,1973,,2241.734588,53.75,38073000,49.4,5.36,117.8
Türkiye,1974,,2510.656048,54.41,39037000,50.5,5.23,114.2
Türkiye,1975,,2867.700062,55.07,40026000,51.6,5.07,110.7
Türkiye,1976,,3265.854232,55.73,40916000,52.6,4.92,107.1
Türkiye,1977,,3517.807291,56.39,41769000,53.8,4.76,103.2
Türkiye,1978,,3744.549072,57.05,42641000,55,4.67,99.5
Türkiye,1979,,3943.40557,57.684,43531000,56.1,4.56,95.7
Türkiye,1980,,4108.984662,58.318,44439000,57.3,4.43,92
Türkiye,1981,,4603.069824,58.952,45540000,58.4,4.31,88.1
Türkiye,1982,,4936.278211,59.586,46688000,59.7,4.18,84.3
Türkiye,1983,,5251.809031,60.22,47864000,61.1,4.02,80.5
Türkiye,1984,,5664.869623,60.784,49070000,62.5,3.89,76.7
Türkiye,1985,,5942.131534,61.348,50307000,63.9,3.76,73.1
Türkiye,1986,,6338.717261,61.912,51480000,65.3,3.63,69.6
Türkiye,1987,,6990.795182,62.476,52370000,66.6,3.5,66.2
Türkiye,1988,,7266.077306,63.04,53268000,67.9,3.39,63
Türkiye,1989,,7441.019389,63.53,54192000,69.3,3.28,59.8
Türkiye,1990,,8292.000489,64.02,55120000,70.6,3.13,56.7
Türkiye,1991,6.1471119,8507.534988,64.51,56055000,71.9,3.05,53.7
Türkiye,1992,5.5966425,9071.45323,65,56986000,73.2,2.94,50.8
Türkiye,1993,,9872.699,65.49,57913000,74.4,2.9,48
Türkiye,1994,6.5780988,9383.676082,66.09,58837000,75.8,2.85,45.2
Türkiye,1995,7.5436859,10111.46169,66.69,59756000,77.1,2.79,42.6
Türkiye,1996,,10831.9418,67.29,60671000,78.3,2.79,40
Türkiye,1997,7.3224893,11650.89399,67.89,61582000,79.6,2.72,37.6
Türkiye,1998,7.8393312,8937.587566,68.49,62464000,80.9,2.67,35.2
Türkiye,1999,8.7134142,8625.279388,69.066,63364000,82.1,2.59,33.5
Türkiye,2000,8.8802376,9476.598346,69.642,64268751,83.3,2.51,30.8
Türkiye,2001,9.1435289,9143.328196,70.218,65166330.5,84.6,2.53,28.8
Türkiye,2002,10.491946,9279.072677,70.794,66002505.5,85.7,2.32,26.9
Türkiye,2003,11.389406,9597.936618,71.37,66794551,86.9,2.23,25.1
Türkiye,2004,11.481482,10884.31934,71.77,67598736,88.1,2.22,23.3
Türkiye,2005,12.508089,11910.60672,72.17,68435380,89.3,2.22,21.8
Türkiye,2006,13.459621,13640.76773,72.57,69295253,90.4,2.23,20.3
Türkiye,2007,14.199503,14864.95506,72.97,70158111.5,91.6,2.2,18.9
Türkiye,2008,15.463108,16038.23165,73.37,71051689,92.7,2.18,17.6
Türkiye,2009,16.639408,15442.7742,73.814,72039215,93.8,2.16,16.4
Türkiye,2010,17.447386,17345.83361,74.258,73142162,95.1,2.14,15.3
Türkiye,2011,18.87298,19590.85837,74.702,74223642,96.4,2.13,14.3
Türkiye,2012,20.998264,20627.44073,75.146,75175836,97.8,2.15,13.4
Türkiye,2013,22.456688,22373.13654,75.59,76147634,99.5,2.17,12.5
Türkiye,2014,24.793388,24104.98458,75.934,77181894,101.5,2.2,11.7
Türkiye,2015,27.517448,25855.91268,76.278,78218488,103.5,2.19,11
Türkiye,2016,30.456598,26695.90937,76.622,79277971,105.3,2.18,10.4
Türkiye,2017,31.588659,28193.0614,76.966,80312708,106.7,2.14,9.7
Türkiye,2018,33.280041,28281.47328,77.31,81407211,107.6,2.05,9.1
Türkiye,2019,35.325356,28011.32279,77.538,82579448,108.5,1.97,8.6
Türkiye,2020,,27973.8993,77.766,83384688,109.3,1.92,8.1
Türkiye,2021,39.825943,30679.50659,77.994,84147326,110.2,1.89,7.7
Türkiye,2022,41.249073,37299.59113,78.222,84979919,110.2,1.89,7.7
United Kingdom,1950,,,68.69,50373389,206.2,2.24,30.1
United Kingdom,1951,,,68.93,50282336,207.1,2.2,30.4
United Kingdom,1952,,,69.17,50443878,208,2.21,28.9
United Kingdom,1953,,,69.41,50610712,209,2.27,27.7
United Kingdom,1954,,,69.65,50784636,210,2.27,26.1
United Kingdom,1955,,,69.89,50968092,210.9,2.28,25.8
United Kingdom,1956,,,70.13,51208178,211.8,2.41,24.8
United Kingdom,1957,,,70.37,51455520,212.9,2.51,24.3
United Kingdom,1958,,,70.61,51680292,214.1,2.58,23.5
United Kingdom,1959,,,70.696,51985360,215.2,2.62,23
United Kingdom,1960,,2186.298678,70.782,52448523,216.5,2.74,23.1
United Kingdom,1961,,2248.226997,70.868,52708934,217.8,2.82,22.4
United Kingdom,1962,,2296.179887,70.954,53341128,219.1,2.9,22.7
United Kingdom,1963,,2419.069763,71.04,53678200,220.4,2.93,21.9
United Kingdom,1964,,2563.492244,71.174,54065700,221.9,2.98,21.1
United Kingdom,1965,,2694.142395,71.308,54435700,223.4,2.9,19.7
United Kingdom,1966,,2834.567525,71.442,54654100,224.8,2.8,19.6
United Kingdom,1967,,2976.523362,71.576,54978400,226.1,2.7,18.6
United Kingdom,1968,,3268.199673,71.71,55282500,227.3,2.62,18.7
United Kingdom,1969,,3507.172729,71.81,55534000,228.3,2.52,18.2
United Kingdom,1970,,3636.531897,71.91,55710700,229.3,2.44,18.5
United Kingdom,1971,,3933.853912,72.01,55928013,230.2,2.4,17.8
United Kingdom,1972,,4268.363698,72.11,56096677,230.9,2.2,17
United Kingdom,1973,,4785.238183,72.21,56222893,231.4,2.03,16.7
United Kingdom,1974,,5085.088214,72.37,56235642,231.7,1.92,16.4
United Kingdom,1975,,5475.196306,72.53,56225718,231.8,1.81,15.6
United Kingdom,1976,,5945.686985,72.69,56216121,231.8,1.74,14.2
United Kingdom,1977,,6473.318413,72.85,56189910,231.7,1.69,14.1
United Kingdom,1978,,7221.480777,73.01,56178025,231.7,1.75,13.6
United Kingdom,1979,,8104.866594,73.246,56240053,231.8,1.86,13.2
United Kingdom,1980,,8643.641342,73.482,56329673,232,1.89,12.4
United Kingdom,1981,,9382.318979,73.718,56357464,232.3,1.82,11.1
United Kingdom,1982,,10172.80828,73.954,56290711,232.6,1.78,10.9
United Kingdom,1983,,11012.66761,74.19,56315677,232.8,1.77,10.2
United Kingdom,1984,,11649.63833,74.38,56409327,233,1.77,9.7
United Kingdom,1985,,12484.39925,74.57,56553955,233.3,1.79,9.4
United Kingdom,1986,,13106.91571,74.76,56683835,233.7,1.78,9.5
United Kingdom,1987,,14125.42135,74.95,56803958,234.1,1.81,9.2
United Kingdom,1988,,15431.54826,75.14,56916448,234.6,1.82,9
United Kingdom,1989,,16403.47544,75.36,57076451,235.1,1.8,8.4
United Kingdom,1990,,17094.16014,75.58,57237493,235.7,1.83,8
United Kingdom,1991,,17416.13811,75.8,57438658,236.3,1.82,7.3
United Kingdom,1992,,17839.13723,76.02,57584530,236.9,1.79,6.5
United Kingdom,1993,,18674.843,76.24,57713889,237.5,1.76,6.3
United Kingdom,1994,,19756.54061,76.426,57862145,238.1,1.74,6.1
United Kingdom,1995,,20623.37695,76.612,58024799,238.7,1.71,6.1
United Kingdom,1996,,21977.72888,76.798,58164374,239.3,1.72,6.2
United Kingdom,1997,24.681225,23083.79307,76.984,58314249,240,1.72,5.8
United Kingdom,1998,25.98814,23712.8926,77.17,58474943,240.7,1.71,5.7
United Kingdom,1999,27.681889,24514.04251,77.418,58684427,241.6,1.68,5.7
United Kingdom,2000,28.901674,26543.94329,77.666,58886065,242.4,1.64,5.5
United Kingdom,2001,30.066694,27896.00848,77.914,59113016,243.4,1.63,5.5
United Kingdom,2002,31.410488,29093.12223,78.162,59365677,244.5,1.63,5.2
United Kingdom,2003,33.321693,30355.08994,78.41,59636662,245.7,1.7,5.4
United Kingdom,2004,34.897144,32094.01139,78.666,59950364,247.2,1.75,5.1
United Kingdom,2005,35.345379,32740.65614,78.922,60413276,248.8,1.76,5.1
United Kingdom,2006,41.8297,34762.98473,79.178,60827067,250.5,1.81,5.1
United Kingdom,2007,43.08427,35548.28236,79.434,61319075,252.4,1.86,4.9
United Kingdom,2008,43.337868,36760.88619,79.69,61823772,254.4,1.9,4.8
United Kingdom,2009,45.283749,35102.9573,79.926,62260486,256.4,1.89,4.7
United Kingdom,2010,46.046906,36582.64541,80.162,62759456,258.5,1.92,4.4
United Kingdom,2011,46.910782,37245.25009,80.398,63285145,260.7,1.91,4.3
United Kingdom,2012,47.860847,38329.61108,80.634,63705030,262.9,1.91,4.1
United Kingdom,2013,48.31358,39989.08072,80.87,64105654,264.9,1.83,3.8
United Kingdom,2014,49.185982,41288.47953,80.926,64596752,266.8,1.81,3.8
United Kingdom,2015,49.943413,42601.74744,80.982,65110034,268.7,1.81,3.9
United Kingdom,2016,51.775383,44230.58883,81.038,65648054,270.5,1.8,3.8
United Kingdom,2017,51.624851,46117.22568,81.094,66040229,272.2,1.74,3.9
United Kingdom,2018,50.752552,47219.46477,81.15,66435550,273.7,1.68,3.8
United Kingdom,2019,51.809521,49317.74324,81.274,66796807,275.1,1.63,3.8
United Kingdom,2020,55.833538,45872.17827,81.398,67081234,276.3,1.56,3.7
United Kingdom,2021,57.473328,49682.16415,81.522,67026292,277.2,1.56,3.6
United Kingdom,2022,57.699051,53942.43182,81.646,67299048,277.2,1.56,3.6
United States of America,1950,,,68.14,152271417,16.2,2.93,31.7
United States of America,1951,,,68.33,154877889,16.5,3.11,31.4
United States of America,1952,,,68.52,157552740,16.7,3.21,31.2
United States of America,1953,,,68.71,160184192,17,3.28,29.9
United States of America,1954,,,68.9,163025854,17.3,3.39,28.5
United States of America,1955,,,69.09,165931202,17.6,3.44,27.8
United States of America,1956,,,69.28,168903031,17.9,3.54,27.3
United States of America,1957,,,69.47,171984130,18.3,3.62,27.4
United States of America,1958,,,69.66,174881904,18.6,3.57,27.4
United States of America,1959,,,69.75,177829628,18.9,3.58,26.7
United States of America,1960,,3007.1234,69.84,180671158,19.3,3.55,26.4
United States of America,1961,,3066.5629,69.93,183691481,19.6,3.52,25.3
United States of America,1962,,3243.8431,70.02,186537737,19.9,3.39,25.2
United States of America,1963,,3374.5152,70.11,189241798,20.2,3.27,25.1
United States of America,1964,,3573.9412,70.16,191888791,20.5,3.14,24.8
United States of America,1965,,3827.5271,70.21,194302963,20.7,2.86,24.1
United States of America,1966,,4146.3166,70.26,196560338,21,2.66,23.4
United States of America,1967,,4336.4266,70.31,198712056,21.2,2.52,22.3
United States of America,1968,,4695.9234,70.36,200706052,21.4,2.44,22.1
United States of America,1969,,5032.1447,70.572,202676946,21.6,2.43,21.4
United States of America,1970,,5233.352349,70.784,205052174,21.9,2.47,20.9
United States of America,1971,,5608.545346,70.996,207660677,22.2,2.26,18.8
United States of America,1972,,6093.20516,71.208,209896021,22.4,2.01,17.8
United States of America,1973,,6725.406839,71.42,211908788,22.7,1.88,17.3
United States of America,1974,,7224.204995,71.786,213853928,22.9,1.83,16.8
United States of America,1975,,7801.167695,72.152,215973199,23.1,1.77,15.9
United States of America,1976,,8590.244216,72.518,218035164,23.3,1.74,15.1
United States of America,1977,,9450.431025,72.884,220239425,23.6,1.78,14.2
United States of America,1978,,10562.86018,73.25,222584545,23.8,1.76,13.6
United States of America,1979,,11671.53697,73.474,225055487,24.1,1.8,13.1
United States of America,1980,,12547.12681,73.698,227224681,24.4,1.83,12.7
United States of America,1981,23.275386,13943.17154,73.922,229465714,24.7,1.81,11.9
United States of America,1982,23.832958,14399.35319,74.146,231664458,24.9,1.82,11.5
United States of America,1983,24.504095,15508.00784,74.37,233791994,25.2,1.8,11
United States of America,1984,24.415866,17080.01472,74.474,235824902,25.4,1.8,10.9
United States of America,1985,23.915321,18192.3264,74.578,237923795,25.7,1.84,10.8
United States of America,1986,24.088905,19027.64632,74.682,240132887,26,1.83,10.4
United States of America,1987,23.999156,19993.22608,74.786,242288918,26.2,1.87,10.3
United States of America,1988,23.780565,21367.89616,74.89,244498982,26.5,1.93,10.2
United States of America,1989,24.280219,22804.67446,75.042,246819230,26.8,2.01,10.3
United States of America,1990,23.987495,23835.31923,75.194,249622814,27.1,2.07,9.7
United States of America,1991,23.758841,24289.54759,75.346,252980941,27.5,2.05,9.2
United States of America,1992,30.160175,25378.62464,75.498,256514224,27.9,2.04,8.7
United States of America,1993,31.726536,26350.49293,75.65,259918588,28.3,2.01,8.5
United States of America,1994,31.958218,27660.26836,75.814,263125821,28.7,2,8.2
United States of America,1995,33.599472,28657.51272,75.978,266278393,29,1.97,7.8
United States of America,1996,35.157932,29932.15777,76.142,269394284,29.4,1.97,7.6
United States of America,1997,35.704861,31424.43893,76.306,272646925,29.8,1.97,7.4
United States of America,1998,36.195801,32817.982,76.47,275854104,30.2,1.99,7.5
United States of America,1999,37.368931,34479.79436,76.612,279040168,30.5,2.01,7.3
United States of America,2000,38.083973,36299.66218,76.754,282162411,30.9,2.05,7.2
United States of America,2001,38.717625,37100.28574,76.896,284968955,31.2,2.03,6.9
United States of America,2002,39.336624,37954.22201,77.038,287625193,31.5,2.02,7
United States of America,2003,38.652836,39419.90737,77.18,290107933,31.8,2.04,7
United States of America,2004,39.042027,41659.66269,77.382,292805298,32.1,2.05,6.9
United States of America,2005,39.363441,44052.383,77.584,295516599,32.5,2.06,7
United States of America,2006,39.239269,46234.10571,77.786,298379912,32.8,2.1,7
United States of America,2007,40.386425,47976.20121,77.988,301231207,33.1,2.11,7
United States of America,2008,41.564896,48498.44521,78.19,304093966,33.4,2.07,6.8
United States of America,2009,41.056328,47122.98854,78.34,306771529,33.7,2,6.5
United States of America,2010,42.310982,48570.28973,78.49,309327143,34,1.93,6.2
United States of America,2011,43.132984,49951.90765,78.64,311583481,34.3,1.89,6
United States of America,2012,44.042595,51644.99166,78.79,313877662,34.6,1.88,6
United States of America,2013,44.779469,53116.52197,78.94,316059947,34.9,1.86,5.9
United States of America,2014,45.663815,54914.36823,78.914,318386329,35.2,1.86,5.8
United States of America,2015,46.517712,56520.60923,78.888,320738994,35.5,1.84,5.9
United States of America,2016,47.521809,57592.69152,78.862,323071755,35.8,1.81,5.8
United States of America,2017,47.757,59589.23392,78.836,325122128,36.1,1.76,5.7
United States of America,2018,49.373737,62449.61283,78.81,326838199,36.3,1.72,5.6
United States of America,2019,50.380188,64690.2724,78.87,328329953,36.5,1.69,5.5
United States of America,2020,51.856071,63480.86122,78.93,331511512,36.7,1.64,5.5
United States of America,2021,51.1675,70181.12175,78.99,332031554,36.8,1.66,5.4
United States of America,2022,51.255699,76359.99952,79.05,333287557,36.8,1.66,5.4
Brazil,1950,,,49.558,53974728,6.5,6.12,159.1
Brazil,1951,,,49.982,55606413,6.7,6.12,156.5
Brazil,1952,,,50.406,57283658,6.9,6.1,153.6
Brazil,1953,,,50.83,58999276,7.1,6.09,150.7
Brazil,1954,,,51.254,60749490,7.3,6.09,147.8
Brazil,1955,,,51.678,62533920,7.5,6.08,144.9
Brazil,1956,,,52.102,64355709,7.7,6.08,141.8
Brazil,1957,,,52.526,66221469,8,6.08,138.7
Brazil,1958,,,52.95,68140426,8.2,6.08,135.7
Brazil,1959,,,53.436,70123372,8.5,6.08,132.5
Brazil,1960,,232.9988,53.922,72179235,8.7,6.06,129.3
Brazil,1961,,229.3368,54.408,74311338,9,6.04,126.2
Brazil,1962,,247.8343,54.894,76514329,9.3,6,123.1
Brazil,1963,,291.404,55.38,78772647,9.6,5.93,120.2
Brazil,1964,,254.8386,55.864,81064572,9.8,5.82,117.6
Brazil,1965,,265.4754,56.348,83373533,10.1,5.68,115.1
Brazil,1966,,325.1731,56.832,85696502,10.4,5.53,112.9
Brazil,1967,,348.0211,57.316,88035815,10.7,5.37,110.8
Brazil,1968,,370.1804,57.8,90387079,11,5.2,108.5
Brazil,1969,,395.4414,58.228,92746607,11.2,5.08,106.3
Brazil,1970,,439.2209,58.656,95113265,11.5,4.97,103.9
Brazil,1971,,494.8027,59.084,97482928,11.8,4.86,101.5
Brazil,1972,,577.4515,59.512,99859388,12.1,4.75,99.1
Brazil,1973,,806.3545,59.94,102259497,12.4,4.65,96.7
Brazil,1974,,1034.1644,60.306,104706193,12.7,4.5,94.3
Brazil,1975,,1188.6195,60.672,107216209,13,4.42,91.8
Brazil,1976,,1376.3479,61.038,109790943,13.3,4.34,89.3
Brazil,1977,,1547.6942,61.404,112425392,13.6,4.27,86.7
Brazil,1978,,1716.7077,61.77,115121158,14,4.2,83.8
Brazil,1979,,1853.0197,62.116,117878412,14.3,4.12,80.7
Brazil,1980,,1941.2595,62.462,122081510,14.6,4.04,77.4
Brazil,1981,,2061.35,62.808,124807167,15,3.94,74.2
Brazil,1982,,2118.5641,63.154,127604588,15.3,3.84,71
Brazil,1983,,1448.0097,63.5,130434274,15.7,3.72,68.2
Brazil,1984,,1406.6898,63.87,133238189,16,3.6,65.5
Brazil,1985,,1541.7089,64.24,135979454,16.4,3.47,63.1
Brazil,1986,,1836.685,64.61,138662472,16.7,3.34,60.8
Brazil,1987,,1986.8341,64.98,141282564,17,3.23,58.7
Brazil,1988,,2119.6111,65.35,143851505,17.4,3.11,56.7
Brazil,1989,,2790.4142,65.748,146393753,17.7,3.01,54.6
Brazil,1990,,3085.3962,66.146,148935328,18,2.91,52.6
Brazil,1991,,2659.0486,66.544,151467861,18.3,2.82,50.4
Brazil,1992,,2505.225,66.942,153973883,18.7,2.72,48.1
Brazil,1993,,2766.3285,67.34,156454116,19,2.67,45.7
Brazil,1994,,3393.1429,67.722,158910651,19.3,2.62,43.2
Brazil,1995,,4704.9615,68.104,161345581,19.6,2.58,40.7
Brazil,1996,,5121.9054,68.486,163767821,19.9,2.52,38.3
Brazil,1997,,5240.1288,68.868,166187066,20.2,2.47,36.1
Brazil,1998,,5049.7661,69.25,168606400,20.5,2.41,33.9
Brazil,1999,,3456.4236,69.592,171029011,20.8,2.33,31.9
Brazil,2000,,3726.8114,69.934,173765726,21,2.26,30
Brazil,2001,,3142.2355,70.276,176208646,21.3,2.18,28.2
Brazil,2002,,2824.7154,70.618,178499255,21.6,2.1,26.4
Brazil,2003,,3056.6497,70.96,180708344,21.9,2.02,24.7
Brazil,2004,,3623.2239,71.328,182865043,22.1,2,23.2
Brazil,2005,,4773.2685,71.696,184991143,22.3,1.97,21.7
Brazil,2006,,5866.0243,72.064,187061610,22.6,1.93,20.4
Brazil,2007,10.035432,7323.1903,72.432,189038268,22.8,1.88,19.2
Brazil,2008,11.000713,8801.7595,72.8,191010274,23.1,1.84,18.2
Brazil,2009,11.575587,8569.9018,73.108,192980905,23.3,1.83,17.3
Brazil,2010,,11249.2937,73.416,194890682,23.5,1.81,16.5
Brazil,2011,12.742485,13200.5582,73.724,196603732,23.7,1.8,15.9
Brazil,2012,14.51143,12327.5156,74.032,198314934,23.9,1.77,15.3
Brazil,2013,15.2918,12258.5648,74.34,200004188,24.1,1.75,14.8
Brazil,2014,16.276585,12071.4047,74.584,201717541,24.3,1.77,14.4
Brazil,2015,16.62822,8783.2144,74.828,203475683,24.6,1.78,14.1
Brazil,2016,19.172213,8680.7354,75.072,205156587,24.7,1.71,13.9
Brazil,2017,19.101683,9896.7175,75.316,206804741,24.9,1.74,13.7
Brazil,2018,20.827681,9121.0201,75.56,208494900,25.1,1.75,13.5
Brazil,2019,21.031229,8845.3239,75.762,210147125,25.3,1.7,13.3
Brazil,2020,22.672012,6923.7002,75.964,211755692,25.5,1.65,13.1
Brazil,2021,23.025974,7696.7855,76.166,213317639,25.6,1.64,12.8
Brazil,2022,23.191143,8917.6739,76.368,214828540,25.6,1.64,12.8
Chile,1950,,,53.542,6081931,8.8,4.84,119.6
Chile,1951,,,53.888,6218333,9,4.8,119.2
Chile,1952,,,54.234,6354736,9.1,4.78,118.4
Chile,1953,,,54.58,6491137,9.3,4.79,117.5
Chile,1954,,,54.926,6627540,9.5,4.77,116.4
Chile,1955,,,55.272,6763940,9.7,4.78,115.1
Chile,1956,,,55.618,6939809,9.9,4.8,113.8
Chile,1957,,,55.964,7115675,10.1,4.77,112.3
Chile,1958,,,56.31,7291542,10.4,4.75,110.6
Chile,1959,,,56.698,7467409,10.6,4.73,108.7
Chile,1960,,504.8011,57.086,7643277,10.8,4.7,106.5
Chile,1961,,580.8134,57.474,7843945,11,4.66,104
Chile,1962,,663.8163,57.862,8044614,11.3,4.6,101.3
Chile,1963,,646.0306,58.25,8245284,11.5,4.54,98.2
Chile,1964,,675.6993,58.752,8445953,11.7,4.46,94.8
Chile,1965,,679.1979,59.254,8646622,11.9,4.36,91.1
Chile,1966,,781.7782,59.756,8831223,12.2,4.26,99.9
