,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
221,DEU,GDP,TOT,USD_CAP,A,2012,43359.541048
222,DEU,GDP,TOT,USD_CAP,A,2013,44993.667838
223,DEU,GDP,TOT,USD_CAP,A,2014,47011.280402
224,DEU,GDP,TOT,USD_CAP,A,2015,47609.557159
225,DEU,GDP,TOT,USD_CAP,A,2016,50579.483717
226,DEU,GDP,TOT,USD_CAP,A,2017,53071.478374
227,DEU,GDP,TOT,USD_CAP,A,2018,55195.722049
228,DEU,GDP,TOT,USD_CAP,A,2019,57411.520685
229,DEU,GDP,TOT,USD_CAP,A,2020,56454.181109
230,DEU,GDP,TOT,USD_CAP,A,2021,59055.316879
231,DEU,GDP,TOT,USD_CAP,A,2022,63521.899276
232,ITA,GDP,TOT,USD_CAP,A,1970,3632.282231
233,ITA,GDP,TOT,USD_CAP,A,1971,3867.714697
234,ITA,GDP,TOT,USD_CAP,A,1972,4160.133212
235,ITA,GDP,TOT,USD_CAP,A,1973,4669.018287
236,ITA,GDP,TOT,USD_CAP,A,1974,5334.056969
237,ITA,GDP,TOT,USD_CAP,A,1975,5672.336805
238,ITA,GDP,TOT,USD_CAP,A,1976,6379.020487
239,ITA,GDP,TOT,USD_CAP,A,1977,6919.411656
240,ITA,GDP,TOT,USD_CAP,A,1978,7618.888337
241,ITA,GDP,TOT,USD_CAP,A,1979,8717.441657
242,ITA,GDP,TOT,USD_CAP,A,1980,9810.672065
243,ITA,GDP,TOT,USD_CAP,A,1981,10814.99217
244,ITA,GDP,TOT,USD_CAP,A,1982,11523.893561
245,ITA,GDP,TOT,USD_CAP,A,1983,12110.862982
246,ITA,GDP,TOT,USD_CAP,A,1984,12949.675671
247,ITA,GDP,TOT,USD_CAP,A,1985,13729.024239
248,ITA,GDP,TOT,USD_CAP,A,1986,14405.277893
249,ITA,GDP,TOT,USD_CAP,A,1987,15231.140207
250,ITA,GDP,TOT,USD_CAP,A,1988,16421.843506
251,ITA,GDP,TOT,USD_CAP,A,1989,17630.654373
252,ITA,GDP,TOT,USD_CAP,A,1990,18638.249886
253,ITA,GDP,TOT,USD_CAP,A,1991,19545.586433
254,ITA,GDP,TOT,USD_CAP,A,1992,20150.12707
255,ITA,GDP,TOT,USD_CAP,A,1993,20439.351288
256,ITA,GDP,TOT,USD_CAP,A,1994,21320.510106
257,ITA,GDP,TOT,USD_CAP,A,1995,22395.619943
258,ITA,GDP,TOT,USD_CAP,A,1996,23058.967635
259,ITA,GDP,TOT,USD_CAP,A,1997,23875.770827
260,ITA,GDP,TOT,USD_CAP,A,1998,25021.680907
261,ITA,GDP,TOT,USD_CAP,A,1999,25602.386484
262,ITA,GDP,TOT,USD_CAP,A,2000,27077.647701
263,ITA,GDP,TOT,USD_CAP,A,2001,28036.302758
264,ITA,GDP,TOT,USD_CAP,A,2002,28721.076279
265,ITA,GDP,TOT,USD_CAP,A,2003,29154.663843
266,ITA,GDP,TOT,USD_CAP,A,2004,29481.853691
267,ITA,GDP,TOT,USD_CAP,A,2005,30028.488979
268,ITA,GDP,TOT,USD_CAP,A,2006,32309.294219
269,ITA,GDP,TOT,USD_CAP,A,2007,33960.788711
270,ITA,GDP,TOT,USD_CAP,A,2008,35292.601856
271,ITA,GDP,TOT,USD_CAP,A,2009,34335.925384
272,ITA,GDP,TOT,USD_CAP,A,2010,34838.135774
273,ITA,GDP,TOT,USD_CAP,A,2011,36203.328522
274,ITA,GDP,TOT,USD_CAP,A,2012,36091.373957
275,ITA,GDP,TOT,USD_CAP,A,2013,36267.925352
276,ITA,GDP,TOT,USD_CAP,A,2014,36475.976061
277,ITA,GDP,TOT,USD_CAP,A,2015,37206.331822
278,ITA,GDP,TOT,USD_CAP,A,2016,40267.222623
279,ITA,GDP,TOT,USD_CAP,A,2017,41951.466331
280,ITA,GDP,TOT,USD_CAP,A,2018,43427.663143
281,ITA,GDP,TOT,USD_CAP,A,2019,45799.741922
282,ITA,GDP,TOT,USD_CAP,A,2020,43150.115981
283,ITA,GDP,TOT,USD_CAP,A,2021,47591.832142
284,ITA,GDP,TOT,USD_CAP,A,2022,52802.956093
285,JPN,GDP,TOT,USD_CAP,A,1970,3348.832992
286,JPN,GDP,TOT,USD_CAP,A,1971,3647.705468
287,JPN,GDP,TOT,USD_CAP,A,1972,4069.992935
288,JPN,GDP,TOT,USD_CAP,A,1973,4532.01302
289,JPN,GDP,TOT,USD_CAP,A,1974,4812.870739
290,JPN,GDP,TOT,USD_CAP,A,1975,5355.131154
291,JPN,GDP,TOT,USD_CAP,A,1976,5809.31007
292,JPN,GDP,TOT,USD_CAP,A,1977,6378.376732
293,JPN,GDP,TOT,USD_CAP,A,1978,7121.897178
294,JPN,GDP,TOT,USD_CAP,A,1979,8068.34118
295,JPN,GDP,TOT,USD_CAP,A,1980,8973.783444
296,JPN,GDP,TOT,USD_CAP,A,1981,10168.273248
297,JPN,GDP,TOT,USD_CAP,A,1982,11073.018179
298,JPN,GDP,TOT,USD_CAP,A,1983,11843.838707
299,JPN,GDP,TOT,USD_CAP,A,1984,12730.496373
300,JPN,GDP,TOT,USD_CAP,A,1985,13725.849243
301,JPN,GDP,TOT,USD_CAP,A,1986,14390.877358
302,JPN,GDP,TOT,USD_CAP,A,1987,15359.194724
303,JPN,GDP,TOT,USD_CAP,A,1988,16890.327305
304,JPN,GDP,TOT,USD_CAP,A,1989,18348.322287
305,JPN,GDP,TOT,USD_CAP,A,1990,19891.091581
306,JPN,GDP,TOT,USD_CAP,A,1991,21204.240996
307,JPN,GDP,TOT,USD_CAP,A,1992,21800.918468
308,JPN,GDP,TOT,USD_CAP,A,1993,22149.219699
309,JPN,GDP,TOT,USD_CAP,A,1994,22834.751706
310,JPN,GDP,TOT,USD_CAP,A,1995,23865.913636
311,JPN,GDP,TOT,USD_CAP,A,1996,25009.682085
312,JPN,GDP,TOT,USD_CAP,A,1997,25629.420659
313,JPN,GDP,TOT,USD_CAP,A,1998,25520.196541
314,JPN,GDP,TOT,USD_CAP,A,1999,25744.916581
315,JPN,GDP,TOT,USD_CAP,A,2000,27289.851934
316,JPN,GDP,TOT,USD_CAP,A,2001,27946.083138
317,JPN,GDP,TOT,USD_CAP,A,2002,28633.69892
318,JPN,GDP,TOT,USD_CAP,A,2003,29411.592882
319,JPN,GDP,TOT,USD_CAP,A,2004,30837.175423
320,JPN,GDP,TOT,USD_CAP,A,2005,32174.400107
321,JPN,GDP,TOT,USD_CAP,A,2006,33638.841255
322,JPN,GDP,TOT,USD_CAP,A,2007,35021.732224
323,JPN,GDP,TOT,USD_CAP,A,2008,35278.749846
324,JPN,GDP,TOT,USD_CAP,A,2009,33550.689549
325,JPN,GDP,TOT,USD_CAP,A,2010,35342.824721
326,JPN,GDP,TOT,USD_CAP,A,2011,36215.006272
327,JPN,GDP,TOT,USD_CAP,A,2012,37628.675989
328,JPN,GDP,TOT,USD_CAP,A,2013,39436.682585
329,JPN,GDP,TOT,USD_CAP,A,2014,39559.763471
330,JPN,GDP,TOT,USD_CAP,A,2015,40908.781547
331,JPN,GDP,TOT,USD_CAP,A,2016,40642.704531
332,JPN,GDP,TOT,USD_CAP,A,2017,41531.221619
