LOCATION,Year,GDP Value,LifeExp Value,Population Value,PopulationDensityAsOf1July(PersonsPerSquareKm),TotalFertilityRate(LiveBirthsPerWoman),InfantMortalityRate(InfantDeathsPer1000LiveBirths),Education Value
Netherlands,2020,52162.5701,82.348,17441500.0,517.8,1.59,3.6,
Netherlands,2021,57708.1112,82.492,17533048.0,519.8,1.64,3.5,
Netherlands,2022,55985.4034,82.636,17703092.0,519.8,1.64,3.5,
New Zealand,1960,2312.95,70.886,2381670.0,9.0,4.24,22.7,
New Zealand,1961,2343.2922,70.984,2432380.0,9.2,4.31,23.3,
New Zealand,1962,2448.6286,71.082,2488530.0,9.4,4.19,20.6,
New Zealand,1963,2622.2203,71.18,2541415.0,9.6,4.05,19.6,
New Zealand,1964,2813.547,71.198,2591965.0,9.8,3.8,18.8,
New Zealand,1965,2151.2949,71.216,2640400.0,10.0,3.54,19.0,
New Zealand,1966,2191.3125,71.234,2687580.0,10.1,3.41,17.6,
New Zealand,1967,2188.3991,71.252,2728115.0,10.3,3.35,18.1,
New Zealand,1968,1885.1562,71.27,2758885.0,10.4,3.34,18.9,
New Zealand,1969,2077.8956,71.372,2788435.0,10.5,3.28,17.0,
New Zealand,1970,2772.9186,71.474,2828020.0,10.7,3.17,16.6,
New Zealand,1971,3294.6048,71.576,2875305.0,10.8,3.18,16.9,
New Zealand,1972,4323.1965,71.678,2929135.0,11.0,3.0,15.7,
New Zealand,1973,4610.4918,71.78,2992335.0,11.3,2.76,15.9,
New Zealand,1974,4171.7697,71.95,3058435.0,11.5,2.58,15.4,
New Zealand,1975,4373.841,72.12,3117765.0,11.7,2.37,15.7,
New Zealand,1976,4950.3501,72.29,3153535.0,11.8,2.27,13.8,
New Zealand,1977,5936.9853,72.46,3164830.0,11.9,2.21,14.2,
New Zealand,1978,6667.8325,72.63,3165705.0,11.9,2.08,13.3,
New Zealand,1979,7467.168,72.858,3164620.0,11.9,2.11,12.6,
New Zealand,1980,7813.9363,73.086,3170245.0,11.9,2.03,12.7,
New Zealand,1981,7656.4757,73.314,3185460.0,11.9,2.01,11.5,
New Zealand,1982,7598.1248,73.542,3210645.0,12.0,1.95,11.8,
New Zealand,1983,6713.6383,73.77,3245770.0,12.2,1.92,12.5,
New Zealand,1984,7600.4097,73.906,3278850.0,12.3,1.93,11.7,
New Zealand,1985,9427.5539,74.042,3298050.0,12.3,1.93,10.9,
New Zealand,1986,12330.7515,74.178,3308310.0,12.4,1.96,11.3,
New Zealand,1987,13759.0375,74.314,3327785.0,12.5,2.03,10.2,
New Zealand,1988,13312.3856,74.45,3343680.0,12.5,2.1,11.0,
New Zealand,1989,13663.0216,74.83,3357535.0,12.6,2.12,10.4,
New Zealand,1990,12229.9301,75.21,3390085.0,12.8,2.17,8.5,
New Zealand,1991,11793.0138,75.59,3495100.0,13.1,2.09,8.1,
New Zealand,1992,13094.1825,75.97,3531700.0,13.3,2.06,7.1,
New Zealand,1993,15279.9396,76.35,3572200.0,13.5,2.04,7.2,
New Zealand,1994,17399.929,76.594,3620000.0,13.7,1.98,6.9,
New Zealand,1995,18794.436,76.838,3673400.0,13.9,1.98,6.6,
New Zealand,1996,17473.6546,77.082,3732000.0,14.1,1.96,7.1,
New Zealand,1997,14738.271,77.326,3781300.0,14.3,1.96,6.6,
New Zealand,1998,15322.2238,77.57,3815000.0,14.4,1.9,5.3,
New Zealand,1999,13641.0179,77.87,3835100.0,14.5,1.97,5.7,
New Zealand,2000,13882.8665,78.17,3857700.0,14.6,1.98,6.1,
New Zealand,2001,16874.1875,78.47,3880500.0,14.7,1.96,5.3,
New Zealand,2002,21913.7082,78.77,3948500.0,14.9,1.89,5.4,
New Zealand,2003,25420.3373,79.07,4027200.0,15.2,1.93,5.0,
New Zealand,2004,27751.0655,79.32,4087500.0,15.4,1.98,5.6,
New Zealand,2005,26654.5932,79.57,4133900.0,15.6,1.96,5.2,
New Zealand,2006,32479.9817,79.82,4184600.0,15.8,2.01,5.2,
New Zealand,2007,31252.9626,80.07,4223800.0,15.9,2.16,5.1,
New Zealand,2008,28209.3623,80.32,4259800.0,16.1,2.19,4.6,
New Zealand,2009,33676.7741,80.52,4302600.0,16.2,2.13,4.8,
New Zealand,2010,38387.6271,80.72,4350700.0,16.4,2.16,5.0,
New Zealand,2011,39973.3808,80.92,4384000.0,16.5,2.09,4.6,
New Zealand,2012,42976.6496,81.12,4408100.0,16.6,2.09,4.2,
New Zealand,2013,44572.8988,81.32,4442100.0,16.8,2.0,4.3,
New Zealand,2014,38630.7266,81.468,4516500.0,17.0,1.93,4.7,
New Zealand,2015,40058.1962,81.616,4609400.0,17.3,1.98,4.5,
New Zealand,2016,42910.9728,81.764,4714100.0,17.6,1.88,3.9,
New Zealand,2017,43236.8867,81.912,4813600.0,17.9,1.89,3.6,
New Zealand,2018,42796.4306,82.06,4900600.0,18.3,1.73,4.0,
New Zealand,2019,41760.5948,82.208,4979200.0,18.7,1.85,3.8,
New Zealand,2020,49996.4207,82.356,5090200.0,19.1,1.79,3.8,
New Zealand,2021,48249.264,82.504,5111400.0,19.4,1.77,4.0,
New Zealand,2022,48249.264,82.652,5124100.0,19.4,1.77,4.0,
Norway,1960,1441.7557,73.476,3581241.0,11.8,2.87,17.7,
Norway,1961,1560.3249,73.474,3609801.0,11.9,2.94,17.2,
Norway,1962,1667.2474,73.472,3638921.0,12.0,2.89,16.9,
Norway,1963,1775.5827,73.47,3666538.0,12.1,2.92,16.1,
Norway,1964,1937.8846,73.558,3694339.0,12.1,2.98,16.3,
Norway,1965,2164.4688,73.646,3723172.0,12.2,2.94,16.0,
Norway,1966,2317.1949,73.734,3753013.0,12.3,2.9,13.5,
Norway,1967,2514.0437,73.822,3784533.0,12.4,2.81,13.9,
Norway,1968,2662.1175,73.91,3816488.0,12.5,2.75,13.1,
Norway,1969,2875.2358,74.014,3847710.0,12.6,2.69,13.1,
Norway,1970,3306.238,74.118,3875757.0,12.7,2.52,12.0,
Norway,1971,3736.3458,74.222,3903034.0,12.8,2.49,12.3,
Norway,1972,4413.5428,74.326,3933001.0,12.9,2.38,11.2,
Norway,1973,5689.5559,74.43,3960614.0,13.0,2.23,11.0,
Norway,1974,6811.5171,74.604,3985262.0,13.1,2.14,9.8,
Norway,1975,8204.3861,74.778,4007319.0,13.2,1.98,10.2,
Norway,1976,8927.1744,74.952,4026151.0,13.2,1.87,9.6,
Norway,1977,10266.1207,75.126,4043204.0,13.3,1.77,8.6,
Norway,1978,11462.5946,75.3,4058674.0,13.3,1.77,8.4,
Norway,1979,13046.6231,75.44,4072514.0,13.4,1.75,8.2,
Norway,1980,15772.1611,75.58,4085620.0,13.4,1.72,8.0,
Norway,1981,15512.4842,75.72,4099703.0,13.5,1.7,7.5,
Norway,1982,15224.8153,75.86,4114786.0,13.5,1.71,8.1,
Norway,1983,14927.5857,76.0,4128434.0,13.6,1.66,7.8,
Norway,1984,14989.5623,76.056,4140098.0,13.6,1.66,8.3,
Norway,1985,15753.4917,76.112,4152518.0,13.7,1.68,8.5,
Norway,1986,18883.127,76.168,4167357.0,13.7,1.71,7.9,
Norway,1987,22506.0293,76.224,4186905.0,13.8,1.75,8.5,
Norway,1988,24207.3434,76.28,4209489.0,13.8,1.84,8.2,16.726521
Norway,1989,24281.1304,76.482,4226909.0,13.9,1.89,7.9,16.657288
Norway,1990,28242.7934,76.684,4241476.0,13.9,1.93,6.9,16.283022
Norway,1991,28596.7455,76.886,4261738.0,14.0,1.92,6.2,17.454798
Norway,1992,30523.981,77.088,4286397.0,14.1,1.89,5.7,18.090631
Norway,1993,27963.5829,77.29,4311984.0,14.2,1.86,5.0,18.558001
Norway,1994,29315.875,77.49,4336614.0,14.3,1.87,5.2,18.899502
Norway,1995,34875.9429,77.69,4359187.0,14.3,1.87,4.0,19.467903
Norway,1996,37321.926,77.89,4381339.0,14.4,1.89,4.1,14.924469
Norway,1997,36629.0266,78.09,4405158.0,14.5,1.86,4.1,15.65289
Norway,1998,34803.4749,78.29,4431465.0,14.6,1.83,3.9,16.287527
Norway,1999,36393.425,78.498,4461915.0,14.7,1.85,3.9,16.384148
Norway,2000,38178.0561,78.706,4490973.0,14.8,1.85,3.8,17.244875
Norway,2001,38602.0944,78.914,4513747.0,14.8,1.79,3.8,17.700443
Norway,2002,43170.6716,79.122,4538157.0,14.9,1.76,3.4,18.792442
Norway,2003,50250.2115,79.33,4564856.0,15.0,1.8,3.4,20.029097
Norway,2004,57768.4124,79.584,4591909.0,15.1,1.83,3.2,20.856949
Norway,2005,67047.1705,79.838,4623293.0,15.2,1.84,3.1,20.312202
Norway,2006,74434.1128,80.092,4660673.0,15.3,1.9,3.2,20.806568
Norway,2007,85502.7539,80.346,4709156.0,15.5,1.91,3.1,21.791378
Norway,2008,97503.5408,80.6,4768215.0,15.7,1.96,2.7,22.555721
Norway,2009,80347.1442,80.802,4828716.0,15.9,1.98,3.1,23.359127
Norway,2010,88163.2086,81.004,4889253.0,16.1,1.94,2.8,23.587111
Norway,2011,101221.8135,81.206,4953089.0,16.3,1.88,2.3,25.290871
Norway,2012,102175.9193,81.408,5018574.0,16.5,1.85,2.5,27.056374
Norway,2013,103553.8401,81.61,5080171.0,16.7,1.78,2.4,27.271296
Norway,2014,97666.6952,81.724,5137427.0,16.9,1.75,2.4,
Norway,2015,74809.9658,81.838,5189898.0,17.1,1.73,2.3,
Norway,2016,70867.361,81.952,5236152.0,17.2,1.71,2.1,
Norway,2017,76131.8384,82.066,5276965.0,17.3,1.63,2.2,
Norway,2018,82792.8427,82.18,5311916.0,17.5,1.57,2.3,
Norway,2019,76430.5889,82.332,5347893.0,17.6,1.54,2.1,
Norway,2020,68340.0181,82.484,5379472.0,17.7,1.5,1.7,
Norway,2021,90655.391,82.636,5408320.0,17.8,1.5,2.0,
Norway,2022,106148.7786,82.788,5457129.0,17.8,1.5,2.0,
Poland,1960,1731.2095,66.858,29405729.0,96.4,3.03,55.3,
Poland,1961,1731.2095,67.342,29965300.0,97.7,2.86,52.8,
Poland,1962,1731.2095,67.826,30323900.0,98.9,2.76,53.4,
Poland,1963,1731.2095,68.31,30690900.0,100.0,2.72,48.1,
Poland,1964,1731.2095,68.606,31161200.0,101.0,2.62,46.3,
Poland,1965,1731.2095,68.902,31495900.0,102.0,2.53,40.8,
Poland,1966,1731.2095,69.198,31698000.0,102.9,2.42,38.0,
Poland,1967,1731.2095,69.494,31943900.0,103.7,2.34,37.3,
Poland,1968,1731.2095,69.79,32304800.0,104.6,2.3,33.1,
Poland,1969,1731.2095,69.89,32555100.0,105.4,2.27,34.2,
Poland,1970,1731.2095,69.99,32642270.0,106.1,2.26,38.2,
Poland,1971,1731.2095,70.09,32749400.0,106.8,2.26,34.6,
Poland,1972,1731.2095,70.19,33068000.0,107.7,2.25,32.3,
Poland,1973,1731.2095,70.29,33362700.0,108.7,2.26,30.0,
Poland,1974,1731.2095,70.304,33691008.0,109.7,2.27,27.9,
Poland,1975,1731.2095,70.318,34022130.0,110.7,2.28,29.1,
Poland,1976,1731.2095,70.332,34362133.0,111.8,2.31,28.2,
Poland,1977,1731.2095,70.346,34697576.0,112.9,2.24,28.3,
Poland,1978,1731.2095,70.36,35009862.0,113.9,2.21,27.1,
Poland,1979,1731.2095,70.426,35256645.0,114.9,2.25,25.7,
Poland,1980,1731.2095,70.492,35578019.0,116.0,2.25,25.5,
Poland,1981,1731.2095,70.558,35901961.0,117.1,2.21,24.6,
Poland,1982,1731.2095,70.624,36227381.0,118.2,2.3,24.7,
Poland,1983,1731.2095,70.69,36571418.0,119.3,2.38,23.3,
Poland,1984,1731.2095,70.698,36913515.0,120.4,2.36,22.6,
Poland,1985,1731.2095,70.706,37202981.0,121.4,2.32,21.4,
Poland,1986,1731.2095,70.714,37455681.0,122.3,2.22,20.6,
Poland,1987,1731.2095,70.722,37663756.0,123.0,2.16,20.8,
Poland,1988,1731.2095,70.73,37862063.0,123.5,2.13,20.3,
Poland,1989,1731.2095,70.814,37962808.0,123.9,2.08,19.7,
Poland,1990,1731.2095,70.898,38030500.0,124.3,2.05,19.1,
Poland,1991,2235.541,70.982,38108500.0,124.7,2.07,18.0,
Poland,1992,2459.0206,71.066,38173500.0,124.9,1.95,17.0,
Poland,1993,2497.1306,71.15,38221000.0,125.1,1.85,15.8,
Poland,1994,2874.8316,71.464,38252000.0,125.3,1.8,14.8,
Poland,1995,3686.8446,71.778,38274500.0,125.4,1.63,13.0,
Poland,1996,4147.4655,72.092,38289000.0,125.4,1.59,12.1,
Poland,1997,4123.1461,72.406,38292000.0,125.4,1.51,9.9,
Poland,1998,4518.1082,72.72,38283500.0,125.3,1.44,9.4,
Poland,1999,4398.0718,73.094,38270000.0,125.3,1.37,8.7,
Poland,2000,4501.48,73.468,38258477.5,125.8,1.37,8.0,
Poland,2001,4991.2444,73.842,38248076.0,126.3,1.32,7.5,
Poland,2002,5207.1289,74.216,38232301.0,126.2,1.25,7.3,
Poland,2003,5701.6389,74.59,38195177.0,126.1,1.23,6.9,
Poland,2004,6681.3104,74.784,38180249.0,126.1,1.23,6.7,
Poland,2005,8021.5471,74.978,38161313.0,126.0,1.24,6.3,
Poland,2006,9035.5318,75.172,38132277.0,125.9,1.27,5.9,
Poland,2007,11254.3141,75.366,38115967.0,125.8,1.31,5.9,
Poland,2008,13995.7831,75.56,38115909.0,125.8,1.39,5.6,
Poland,2009,11525.902,75.878,38153389.0,125.9,1.4,5.3,
Poland,2010,12504.2502,76.196,38516689.0,126.1,1.41,4.9,
Poland,2011,13776.3894,76.514,38525670.0,126.1,1.34,4.6,
Poland,2012,13010.7569,76.832,38533789.0,126.1,1.33,4.6,
Poland,2013,13558.3426,77.15,38502396.0,126.1,1.29,4.6,
Poland,2014,14181.9502,77.412,38483957.0,126.0,1.33,4.3,
Poland,2015,12560.0514,77.674,38454576.0,125.9,1.32,4.0,
Poland,2016,12378.8118,77.936,38426809.0,125.8,1.39,4.1,
Poland,2017,13815.4999,78.198,38422346.0,125.8,1.47,4.1,
Poland,2018,15504.5089,78.46,38413139.0,125.8,1.48,3.8,
Poland,2019,15700.0136,78.622,38386476.0,125.7,1.45,3.8,
Poland,2020,15816.8204,78.784,38354173.0,125.5,1.45,3.6,
Poland,2021,17999.8323,78.946,38162224.0,125.1,1.46,3.5,
Poland,2022,18321.2809,79.108,37827355.0,125.1,1.46,3.5,
Portugal,1960,360.4993,63.196,8857716.0,96.6,3.16,81.6,
Portugal,1961,382.7299,63.614,8929316.0,96.7,3.2,91.8,
Portugal,1962,407.8528,64.032,8993985.0,96.8,3.23,79.2,
Portugal,1963,432.5117,64.45,9030355.0,96.8,3.13,72.1,
Portugal,1964,468.7811,64.832,9035365.0,96.8,3.21,70.5,
Portugal,1965,520.9107,65.214,8998595.0,96.7,3.15,64.1,
Portugal,1966,575.0077,65.596,8930990.0,96.6,3.16,64.3,
Portugal,1967,646.8227,65.978,8874520.0,96.3,3.16,59.5,
Portugal,1968,719.0805,66.36,8836650.0,95.9,3.12,60.5,
Portugal,1969,795.7594,66.754,8757705.0,95.3,3.12,57.1,
Portugal,1970,934.0822,67.148,8680431.0,94.4,3.01,60.5,
Portugal,1971,1064.5377,67.542,8643755.0,94.6,3.0,55.0,
Portugal,1972,1302.2663,67.936,8630430.5,96.0,2.86,39.9,
Portugal,1973,1747.989,68.33,8633100.5,97.4,2.76,43.7,
Portugal,1974,2000.4182,68.746,8754362.5,98.7,2.7,37.8,
Portugal,1975,2127.6375,69.162,9093471.0,100.0,2.75,39.6,
Portugal,1976,2173.2839,69.578,9355812.0,101.4,2.81,33.8,
Portugal,1977,2267.371,69.994,9455672.5,102.8,2.68,29.8,
Portugal,1978,2457.3132,70.41,9558247.5,104.1,2.45,28.1,
Portugal,1979,2755.6246,70.834,9661264.5,105.3,2.32,25.4,
Portugal,1980,3368.3667,71.258,9766275.0,106.4,2.24,24.4,
Portugal,1981,3245.9752,71.682,9851325.0,107.2,2.13,21.8,
Portugal,1982,3079.9496,72.106,9911770.5,107.7,2.07,19.8,
Portugal,1983,2735.4911,72.53,9957865.0,108.1,1.96,18.7,
Portugal,1984,2522.7475,72.832,9996232.0,108.4,1.9,16.6,
Portugal,1985,2705.193,73.134,10023613.0,108.7,1.73,17.0,
Portugal,1986,3861.9484,73.436,10032733.5,108.8,1.66,15.8,
Portugal,1987,4803.8661,73.738,10030030.5,108.9,1.62,14.0,
Portugal,1988,5623.697,74.04,10019610.0,109.0,1.61,13.2,
Portugal,1989,6056.381,74.212,10005000.0,108.9,1.57,12.1,
Portugal,1990,7884.618,74.384,9983218.0,108.8,1.56,10.9,
Portugal,1991,8958.9853,74.556,9960235.0,108.6,1.56,10.9,
Portugal,1992,10810.5665,74.728,9952493.5,108.5,1.54,9.2,
Portugal,1993,9534.6564,74.9,9964674.5,108.6,1.51,8.6,
Portugal,1994,9977.3199,75.12,9991525.0,108.9,1.45,7.8,
Portugal,1995,11781.3619,75.34,10026176.0,109.3,1.41,7.4,
Portugal,1996,12185.0914,75.56,10063944.5,109.7,1.44,6.9,
Portugal,1997,11575.5071,75.78,10108977.0,110.1,1.47,6.5,
Portugal,1998,12199.2064,76.0,10160196.0,110.7,1.47,6.1,
Portugal,1999,12475.2918,76.316,10217828.0,111.3,1.5,5.8,
Portugal,2000,11526.3721,76.632,10289898.0,112.0,1.54,5.7,
Portugal,2001,11734.765,76.948,10362721.5,112.8,1.46,4.9,
Portugal,2002,12936.6928,77.264,10419630.5,113.4,1.46,5.1,
Portugal,2003,15797.7821,77.58,10458821.0,113.9,1.44,4.1,
Portugal,2004,18064.1581,77.92,10483861.0,114.2,1.41,3.8,
Portugal,2005,18780.1275,78.26,10503330.0,114.4,1.41,3.5,
Portugal,2006,19839.454,78.6,10522288.0,114.6,1.37,3.2,
Portugal,2007,22811.0565,78.94,10542963.5,114.9,1.35,3.4,
Portugal,2008,24949.0414,79.28,10558176.5,115.0,1.39,3.3,
Portugal,2009,23151.2154,79.548,10568246.5,115.1,1.35,3.6,
Portugal,2010,22520.6423,79.816,10573100.0,115.1,1.39,2.6,
Portugal,2011,23217.2955,80.084,10574535.5,114.9,1.34,3.0,
Portugal,2012,20563.7136,80.352,10531419.5,114.4,1.28,3.3,
Portugal,2013,21653.196,80.62,10473990.5,113.8,1.21,2.8,
Portugal,2014,22103.701,80.846,10419606.5,113.2,1.23,2.9,
Portugal,2015,19250.1065,81.072,10381837.5,112.7,1.3,3.0,
Portugal,2016,19991.9725,81.298,10356516.0,112.3,1.36,3.2,
Portugal,2017,21490.4299,81.524,10340124.0,112.1,1.38,2.6,
Portugal,2018,23562.5545,81.75,10334633.0,111.9,1.41,3.3,
Portugal,2019,23330.8173,81.93,10354445.5,111.9,1.42,2.8,
Portugal,2020,22242.4064,82.11,10384846.0,112.0,1.39,2.4,
Portugal,2021,24598.4728,82.29,10407707.0,111.9,1.36,2.7,
Portugal,2022,24274.5166,82.47,10444241.5,111.9,1.36,2.7,
Slovakia,1960,2405.5352,70.3,3994270.0,84.1,3.04,28.6,
Slovakia,1961,2405.5352,70.8,4191977.0,85.4,2.96,27.4,
Slovakia,1962,2405.5352,70.3,4238056.0,86.4,2.84,24.9,
Slovakia,1963,2405.5352,70.7,4282865.0,87.2,2.92,26.8,
Slovakia,1964,2405.5352,71.1,4327949.0,88.1,2.89,25.4,
Slovakia,1965,2405.5352,70.3,4373595.0,89.0,2.78,27.9,
Slovakia,1966,2405.5352,70.4,4413853.0,89.7,2.66,26.5,
Slovakia,1967,2405.5352,71.0,4450880.0,90.4,2.49,24.7,
Slovakia,1968,2405.5352,70.5,4483656.0,91.0,2.39,23.0,
Slovakia,1969,2405.5352,69.8,4518773.0,91.6,2.43,25.9,
Slovakia,1970,2405.5352,69.7,4528459.0,92.2,2.41,25.0,
Slovakia,1971,2405.5352,69.9,4559341.0,92.9,2.43,23.9,
Slovakia,1972,2405.5352,70.3,4596330.0,93.8,2.49,26.2,
Slovakia,1973,2405.5352,70.0,4640673.0,94.7,2.56,25.3,
Slovakia,1974,2405.5352,70.2,4691014.0,95.6,2.61,23.3,
Slovakia,1975,2405.5352,70.3,4739301.0,96.6,2.55,23.6,
Slovakia,1976,2405.5352,70.5,4789452.0,97.6,2.54,24.6,
Slovakia,1977,2405.5352,70.4,4840819.0,98.6,2.49,21.4,
Slovakia,1978,2405.5352,70.4,4891673.0,99.6,2.47,21.8,
Slovakia,1979,2405.5352,70.7,4940223.0,100.6,2.45,21.0,
Slovakia,1980,2405.5352,70.4,4984331.0,101.4,2.33,20.3,
Slovakia,1981,2405.5352,70.6,5017032.0,102.2,2.29,19.1,
Slovakia,1982,2405.5352,70.8,5054770.0,103.0,2.28,17.9,
Slovakia,1983,2405.5352,70.5,5091537.0,103.7,2.28,17.4,
Slovakia,1984,2405.5352,70.7,5127719.0,104.3,2.26,17.0,
Slovakia,1985,2405.5352,70.7,5161789.0,105.0,2.25,16.3,
Slovakia,1986,2405.5352,70.9,5192789.0,105.6,2.2,14.8,
Slovakia,1987,2405.5352,71.1,5223609.0,106.1,2.14,13.8,
Slovakia,1988,2405.5352,71.1,5251120.0,106.6,2.13,13.4,
Slovakia,1989,2405.5352,70.9,5276186.0,107.0,2.07,13.2,
Slovakia,1990,2405.5352,70.8,5297774.0,107.3,2.08,12.2,
Slovakia,1991,2691.1957,70.9,5283404.0,107.7,2.04,13.1,
Slovakia,1992,2920.9175,71.4,5306539.0,108.1,1.93,12.3,
Slovakia,1993,3102.2969,71.9,5324632.0,108.5,1.86,10.5,
Slovakia,1994,3771.3595,72.3,5347413.0,108.9,1.67,10.6,
Slovakia,1995,4819.1256,72.3,5363676.0,109.1,1.53,10.6,
Slovakia,1996,5196.9404,72.7,5373793.0,109.3,1.47,10.1,
Slovakia,1997,5146.6711,72.7,5383233.0,109.4,1.43,8.6,
Slovakia,1998,5538.6165,72.6,5390866.0,109.5,1.38,8.8,
Slovakia,1999,5645.5814,73.0,5395324.0,109.6,1.33,8.2,
Slovakia,2000,5426.6243,73.1,5400679.0,109.7,1.29,8.5,
Slovakia,2001,5722.1682,73.6,5379780.0,109.7,1.21,6.1,
Slovakia,2002,6564.6963,73.8,5378809.0,109.6,1.19,7.7,
Slovakia,2003,8731.9374,73.8,5378950.0,109.6,1.21,7.9,
Slovakia,2004,10691.4465,74.2,5382574.0,109.6,1.25,6.9,
Slovakia,2005,11690.1135,74.2,5387285.0,109.6,1.27,7.2,
Slovakia,2006,13170.785,74.4,5391184.0,109.7,1.26,6.6,
Slovakia,2007,16106.0604,74.5,5397766.0,109.7,1.27,6.1,
Slovakia,2008,18753.5849,74.9,5406972.0,109.8,1.34,6.0,
Slovakia,2009,16597.2085,75.2,5418374.0,109.9,1.43,5.8,
Slovakia,2010,16908.848,75.5,5431024.0,110.1,1.43,5.7,
Slovakia,2011,18509.7402,76.0,5398384.0,110.2,1.44,5.0,
Slovakia,2012,17498.3539,76.2,5407579.0,110.3,1.35,5.6,
Slovakia,2013,18276.0096,76.5,5413392.5,110.4,1.35,5.4,
Slovakia,2014,18719.9881,76.8,5418649.0,110.5,1.38,5.7,
Slovakia,2015,16390.8822,76.6,5423800.5,110.6,1.41,5.1,
Slovakia,2016,16563.4405,77.2,5430797.5,110.8,1.48,5.4,
Slovakia,2017,17585.197,77.2,5439231.5,110.9,1.52,4.5,
Slovakia,2018,19486.3937,77.3,5446770.5,111.1,1.54,4.9,
Slovakia,2019,19381.5921,77.7,5454147.0,111.2,1.57,5.0,
Slovakia,2020,19551.6212,77.0,5458827.0,111.3,1.57,4.9,
Slovakia,2021,21782.8551,74.9,5441991.0,111.1,1.57,4.8,
Slovakia,2022,21258.1141,74.9,5431752.0,111.1,1.57,4.8,
Spain,1960,396.3923,68.608,30415589.0,60.5,2.78,45.5,
Spain,1961,450.0533,69.042,30711863.0,61.1,2.76,47.6,
Spain,1962,520.2061,69.476,31023366.0,61.8,2.78,41.5,
Spain,1963,609.4874,69.91,31296651.0,62.5,2.84,40.6,
Spain,1964,675.2416,70.204,31609195.0,63.2,2.96,39.6,
Spain,1965,774.7616,70.498,31954292.0,63.9,2.89,37.1,
Spain,1966,889.6599,70.792,32283194.0,64.6,2.87,35.7,
Spain,1967,968.3068,71.086,32682947.0,65.3,2.91,34.2,
Spain,1968,950.5457,71.38,33113135.0,66.0,2.87,31.8,
Spain,1969,1077.6787,71.636,33441054.0,66.6,2.86,30.5,
Spain,1970,1212.2893,71.892,33752818.0,67.3,2.83,28.1,
Spain,1971,1362.1655,72.148,34216274.0,67.9,2.9,25.8,
Spain,1972,1708.8086,72.404,34571714.0,68.7,2.87,22.8,
Spain,1973,2247.5534,72.66,34921497.0,69.5,2.84,21.4,
Spain,1974,2749.9247,73.01,35287558.0,70.3,2.87,20.2,
Spain,1975,3209.8374,73.36,35687714.0,71.2,2.77,18.5,
Spain,1976,3279.3127,73.71,36118035.0,71.9,2.77,17.2,
Spain,1977,3627.5907,74.06,36563834.0,72.7,2.65,15.7,
Spain,1978,4356.4392,74.41,36971471.0,73.4,2.54,15.0,
Spain,1979,5770.2146,74.75,37289006.0,74.0,2.37,13.9,
Spain,1980,6208.578,75.09,37526911.0,74.6,2.21,11.9,
Spain,1981,5371.1664,75.43,37764458.0,75.2,2.04,11.7,
Spain,1982,5159.7086,75.77,37987108.0,75.6,1.93,11.0,
Spain,1983,4478.5003,76.11,38160263.0,76.0,1.8,10.5,
Spain,1984,4489.9889,76.26,38325244.0,76.3,1.72,9.7,
Spain,1985,4699.6558,76.41,38467025.0,76.6,1.64,8.7,
Spain,1986,6513.5033,76.56,38571941.0,76.8,1.56,9.1,
Spain,1987,8239.6138,76.71,38682322.0,77.0,1.49,8.7,
Spain,1988,9703.1238,76.86,38764307.0,77.2,1.45,8.0,
Spain,1989,10681.9712,77.014,38821377.0,77.3,1.4,7.7,
Spain,1990,13804.8768,77.168,38860827.0,77.4,1.36,7.6,
Spain,1991,14811.9028,77.322,38941622.0,77.6,1.33,7.2,
Spain,1992,16112.1889,77.476,39147940.0,78.0,1.31,7.1,
Spain,1993,13339.9086,77.63,39356082.0,78.5,1.26,6.5,
Spain,1994,13415.287,77.86,39547353.0,78.9,1.2,5.9,
Spain,1995,15471.9627,78.09,39718895.0,79.3,1.16,5.4,
Spain,1996,16109.0844,78.32,39884246.0,79.6,1.15,5.5,
Spain,1997,14730.7972,78.55,40049974.0,80.0,1.15,5.0,
Spain,1998,15394.3515,78.78,40214066.0,80.3,1.13,4.8,
Spain,1999,15720.6405,79.006,40369667.0,80.7,1.17,4.5,
Spain,2000,14749.6874,79.232,40554387.0,81.1,1.22,4.4,
Spain,2001,15369.0012,79.458,40766049.0,81.5,1.23,4.0,
Spain,2002,17106.6866,79.684,41423520.0,82.6,1.25,4.1,
Spain,2003,21510.8362,79.91,42196231.0,84.1,1.29,3.9,
Spain,2004,24907.0009,80.172,42859172.0,85.5,1.32,4.0,
Spain,2005,26429.1509,80.434,43662613.0,87.0,1.33,3.7,
Spain,2006,28389.0786,80.696,44360521.0,88.4,1.36,3.5,
Spain,2007,32591.3503,80.958,45236004.0,90.1,1.39,3.4,
Spain,2008,35510.7222,81.22,45983169.0,91.5,1.45,3.4,
Spain,2009,32169.5029,81.478,46367550.0,92.3,1.38,3.1,
Spain,2010,30532.4805,81.736,46562483.0,92.7,1.38,3.2,
Spain,2011,31677.9003,81.994,46736257.0,93.0,1.35,3.1,
Spain,2012,28322.9466,82.252,46766403.0,93.1,1.33,3.0,
Spain,2013,29077.1821,82.51,46593236.0,92.8,1.28,2.6,
Spain,2014,29513.6512,82.68,46455123.0,92.5,1.32,2.8,
Spain,2015,25754.361,82.85,46410149.0,92.4,1.33,2.6,
Spain,2016,26537.1595,83.02,46449874.0,92.5,1.34,2.6,
